1615817640144,sensorDisconnected,number,0
1615817642038,sensorConnected,number,0
1615817645047,sensorDisconnected,number,0
1615817645106,sensorDisconnected,number,0
1615817646082,sensorConnected,number,0
1615817649099,sensorDisconnected,number,0
1615817649168,sensorDisconnected,number,0
1615817650122,sensorConnected,number,0
1615817653133,sensorDisconnected,number,0
1615817653195,sensorDisconnected,number,0
1615817654177,sensorConnected,number,0
1615817657181,sensorDisconnected,number,0
1615817657240,sensorDisconnected,number,0
1615817657269,sensorDisconnected,number,0
1615817659246,sensorDisconnected,number,0
1615817659250,sensorConnected,number,0
1615817660221,force,value,1785,timestamp,1615817660218
1615817660221,force,value,1778,timestamp,1615817660318
1615817660222,force,value,1776,timestamp,1615817660418
1615817660222,force,value,1777,timestamp,1615817660518
1615817660223,force,value,1777,timestamp,1615817660618
1615817660223,force,value,1777,timestamp,1615817660718
1615817660223,force,value,1777,timestamp,1615817660818
1615817660672,force,value,1782,timestamp,1615817660918
1615817660674,force,value,1782,timestamp,1615817661018
1615817660677,force,value,1762,timestamp,1615817661118
1615817660679,force,value,1805,timestamp,1615817661218
1615817660681,force,value,1813,timestamp,1615817661318
1615817660683,force,value,1822,timestamp,1615817661418
1615817660684,force,value,1822,timestamp,1615817661518
1615817661674,force,value,1823,timestamp,1615817661618
1615817661677,force,value,1832,timestamp,1615817661718
1615817661679,force,value,1835,timestamp,1615817661818
1615817661681,force,value,1836,timestamp,1615817661918
1615817661683,force,value,1839,timestamp,1615817662018
1615817661685,force,value,1841,timestamp,1615817662118
1615817661686,force,value,1869,timestamp,1615817662218
1615817662067,force,value,1864,timestamp,1615817662318
1615817662067,force,value,1858,timestamp,1615817662418
1615817662068,force,value,1850,timestamp,1615817662518
1615817662068,force,value,1805,timestamp,1615817662618
1615817662069,force,value,1838,timestamp,1615817662718
1615817662069,force,value,1844,timestamp,1615817662818
1615817662070,force,value,1840,timestamp,1615817662918
1615817662766,force,value,1837,timestamp,1615817663018
1615817662767,force,value,1842,timestamp,1615817663118
1615817662767,force,value,1837,timestamp,1615817663218
1615817662767,force,value,1834,timestamp,1615817663318
1615817662768,force,value,1833,timestamp,1615817663418
1615817662768,force,value,1829,timestamp,1615817663518
1615817662768,force,value,1821,timestamp,1615817663618
1615817663467,force,value,1815,timestamp,1615817663718
1615817663468,force,value,1817,timestamp,1615817663818
1615817663468,force,value,1817,timestamp,1615817663918
1615817663469,force,value,1823,timestamp,1615817664018
1615817663469,force,value,1817,timestamp,1615817664118
1615817663470,force,value,1818,timestamp,1615817664218
1615817663470,force,value,1812,timestamp,1615817664318
1615817664169,force,value,1813,timestamp,1615817664418
1615817664170,force,value,1811,timestamp,1615817664518
1615817664171,force,value,1817,timestamp,1615817664618
1615817664172,force,value,1815,timestamp,1615817664718
1615817664174,force,value,1817,timestamp,1615817664818
1615817664176,force,value,1815,timestamp,1615817664918
1615817664177,force,value,1813,timestamp,1615817665018
1615817664872,force,value,1818,timestamp,1615817665118
1615817664874,force,value,1811,timestamp,1615817665218
1615817664877,force,value,1811,timestamp,1615817665318
1615817664879,force,value,1815,timestamp,1615817665418
1615817664881,force,value,1814,timestamp,1615817665518
1615817664883,force,value,1813,timestamp,1615817665618
1615817664885,force,value,1811,timestamp,1615817665718
1615817665572,force,value,1814,timestamp,1615817665818
1615817665575,force,value,1806,timestamp,1615817665918
1615817665578,force,value,1799,timestamp,1615817666018
1615817665580,force,value,1797,timestamp,1615817666118
1615817665582,force,value,1796,timestamp,1615817666218
1615817665584,force,value,1800,timestamp,1615817666318
1615817665586,force,value,1808,timestamp,1615817666418
1615817666631,force,value,1812,timestamp,1615817666518
1615817666631,force,value,1817,timestamp,1615817666618
1615817666632,force,value,1820,timestamp,1615817666718
1615817666632,force,value,1826,timestamp,1615817666818
1615817666633,force,value,1830,timestamp,1615817666918
1615817666633,force,value,1840,timestamp,1615817667018
1615817666633,force,value,1843,timestamp,1615817667118
1615817667284,force,value,1850,timestamp,1615817667218
1615817667287,force,value,1848,timestamp,1615817667318
1615817667289,force,value,1853,timestamp,1615817667418
1615817667292,force,value,1851,timestamp,1615817667518
1615817667294,force,value,1846,timestamp,1615817667618
1615817667297,force,value,1849,timestamp,1615817667718
1615817667297,force,value,1848,timestamp,1615817667818
1615817667935,force,value,1848,timestamp,1615817667918
1615817667938,force,value,1844,timestamp,1615817668018
1615817667940,force,value,1841,timestamp,1615817668118
1615817667942,force,value,1846,timestamp,1615817668218
1615817667944,force,value,1836,timestamp,1615817668318
1615817667946,force,value,1835,timestamp,1615817668418
1615817667946,force,value,1839,timestamp,1615817668518
1615817668585,force,value,1834,timestamp,1615817668618
1615817668588,force,value,1835,timestamp,1615817668718
1615817668590,force,value,1830,timestamp,1615817668818
1615817668591,force,value,1826,timestamp,1615817668918
1615817668594,force,value,1822,timestamp,1615817669018
1615817668595,force,value,1818,timestamp,1615817669118
1615817668596,force,value,1814,timestamp,1615817669218
1615817669234,force,value,1811,timestamp,1615817669318
1615817669237,force,value,1808,timestamp,1615817669418
1615817669239,force,value,1821,timestamp,1615817669518
1615817669241,force,value,1809,timestamp,1615817669618
1615817669243,force,value,1808,timestamp,1615817669718
1615817669245,force,value,1811,timestamp,1615817669818
1615817669246,force,value,1813,timestamp,1615817669918
1615817669887,force,value,1814,timestamp,1615817670018
1615817669889,force,value,1814,timestamp,1615817670118
1615817669891,force,value,1811,timestamp,1615817670218
1615817669893,force,value,1817,timestamp,1615817670318
1615817669895,force,value,1818,timestamp,1615817670418
1615817669897,force,value,1816,timestamp,1615817670518
1615817669897,force,value,1813,timestamp,1615817670618
1615817670535,force,value,1812,timestamp,1615817670718
1615817670537,force,value,1832,timestamp,1615817670818
1615817670539,force,value,1816,timestamp,1615817670918
1615817670541,force,value,1814,timestamp,1615817671018
1615817670543,force,value,1816,timestamp,1615817671118
1615817670546,force,value,1814,timestamp,1615817671218
1615817670547,force,value,1816,timestamp,1615817671318
1615817671180,force,value,1819,timestamp,1615817671418
1615817671181,force,value,1813,timestamp,1615817671518
1615817671181,force,value,1818,timestamp,1615817671618
1615817671182,force,value,1817,timestamp,1615817671718
1615817671182,force,value,1819,timestamp,1615817671818
1615817671183,force,value,1814,timestamp,1615817671918
1615817671183,force,value,1813,timestamp,1615817672018
1615817672486,force,value,1821,timestamp,1615817672118
1615817672488,force,value,1814,timestamp,1615817672218
1615817672490,force,value,1815,timestamp,1615817672318
1615817672492,force,value,1812,timestamp,1615817672418
1615817672494,force,value,1811,timestamp,1615817672518
1615817672496,force,value,1809,timestamp,1615817672618
1615817672497,force,value,1815,timestamp,1615817672718
1615817673787,force,value,1810,timestamp,1615817672818
1615817673789,force,value,1806,timestamp,1615817672918
1615817673791,force,value,1806,timestamp,1615817673018
1615817673793,force,value,1807,timestamp,1615817673118
1615817673795,force,value,1807,timestamp,1615817673218
1615817673796,force,value,1804,timestamp,1615817673318
1615817673797,force,value,1802,timestamp,1615817673418
1615817673797,force,value,1797,timestamp,1615817673518
1615817673798,force,value,1800,timestamp,1615817673618
1615817673798,force,value,1802,timestamp,1615817673718
1615817673799,force,value,1802,timestamp,1615817673818
1615817673799,force,value,1804,timestamp,1615817673918
1615817673800,force,value,1809,timestamp,1615817674018
1615817673800,force,value,1807,timestamp,1615817674118
1615817674435,force,value,1814,timestamp,1615817674218
1615817674438,force,value,1812,timestamp,1615817674318
1615817674440,force,value,1815,timestamp,1615817674418
1615817674442,force,value,1818,timestamp,1615817674518
1615817674444,force,value,1823,timestamp,1615817674618
1615817674446,force,value,1823,timestamp,1615817674718
1615817674447,force,value,1824,timestamp,1615817674818
1615817675087,force,value,1817,timestamp,1615817674918
1615817675089,force,value,1816,timestamp,1615817675018
1615817675091,force,value,1814,timestamp,1615817675118
1615817675093,force,value,1814,timestamp,1615817675218
1615817675095,force,value,1816,timestamp,1615817675318
1615817675096,force,value,1811,timestamp,1615817675418
1615817675096,force,value,1804,timestamp,1615817675518
1615817675737,force,value,1802,timestamp,1615817675618
1615817675739,force,value,1803,timestamp,1615817675718
1615817675741,force,value,1802,timestamp,1615817675818
1615817675743,force,value,1802,timestamp,1615817675918
1615817675745,force,value,1797,timestamp,1615817676018
1615817675746,force,value,1803,timestamp,1615817676118
1615817675747,force,value,1804,timestamp,1615817676218
1615817676384,force,value,1804,timestamp,1615817676318
1615817676387,force,value,1809,timestamp,1615817676418
1615817676388,force,value,1804,timestamp,1615817676518
1615817676390,force,value,1808,timestamp,1615817676618
1615817676392,force,value,1807,timestamp,1615817676718
1615817676394,force,value,1811,timestamp,1615817676818
1615817676396,force,value,1810,timestamp,1615817676918
1615817677036,force,value,1810,timestamp,1615817677018
1615817677038,force,value,1810,timestamp,1615817677118
1615817677040,force,value,1810,timestamp,1615817677218
1615817677042,force,value,1807,timestamp,1615817677318
1615817677044,force,value,1804,timestamp,1615817677418
1615817677046,force,value,1801,timestamp,1615817677518
1615817677047,force,value,1795,timestamp,1615817677618
1615817677686,force,value,1793,timestamp,1615817677718
1615817677689,force,value,1795,timestamp,1615817677818
1615817677691,force,value,1806,timestamp,1615817677918
1615817677692,force,value,1805,timestamp,1615817678018
1615817677694,force,value,1813,timestamp,1615817678118
1615817677696,force,value,1823,timestamp,1615817678218
1615817677697,force,value,1822,timestamp,1615817678318
1615817678332,force,value,1823,timestamp,1615817678418
1615817678332,force,value,1830,timestamp,1615817678518
1615817678333,force,value,1833,timestamp,1615817678618
1615817678334,force,value,1837,timestamp,1615817678718
1615817678336,force,value,1842,timestamp,1615817678818
1615817678337,force,value,1846,timestamp,1615817678918
1615817678338,force,value,1848,timestamp,1615817679018
1615817678986,force,value,1846,timestamp,1615817679118
1615817678988,force,value,1852,timestamp,1615817679218
1615817678990,force,value,1849,timestamp,1615817679318
1615817678992,force,value,1841,timestamp,1615817679418
1615817678994,force,value,1840,timestamp,1615817679518
1615817678996,force,value,1839,timestamp,1615817679618
1615817678996,force,value,1837,timestamp,1615817679718
1615817679635,force,value,1836,timestamp,1615817679818
1615817679637,force,value,1829,timestamp,1615817679918
1615817679638,force,value,1825,timestamp,1615817680018
1615817679639,force,value,1820,timestamp,1615817680118
1615817679640,force,value,1814,timestamp,1615817680218
1615817679641,force,value,1813,timestamp,1615817680318
1615817679642,force,value,1808,timestamp,1615817680418
1615817680285,force,value,1807,timestamp,1615817680518
1615817680287,force,value,1806,timestamp,1615817680618
1615817680289,force,value,1807,timestamp,1615817680718
1615817680292,force,value,1800,timestamp,1615817680818
1615817680294,force,value,1801,timestamp,1615817680918
1615817680298,force,value,1797,timestamp,1615817681018
1615817680299,force,value,1798,timestamp,1615817681118
1615817681586,force,value,1799,timestamp,1615817681218
1615817681586,force,value,1798,timestamp,1615817681318
1615817681587,force,value,1798,timestamp,1615817681418
1615817681587,force,value,1794,timestamp,1615817681518
1615817681588,force,value,1790,timestamp,1615817681618
1615817681588,force,value,1796,timestamp,1615817681718
1615817681588,force,value,1792,timestamp,1615817681818
1615817682234,force,value,1795,timestamp,1615817681918
1615817682236,force,value,1790,timestamp,1615817682018
1615817682237,force,value,1793,timestamp,1615817682118
1615817682238,force,value,1793,timestamp,1615817682218
1615817682239,force,value,1792,timestamp,1615817682318
1615817682240,force,value,1796,timestamp,1615817682418
1615817682241,force,value,1800,timestamp,1615817682518
1615817682888,force,value,1794,timestamp,1615817682618
1615817682890,force,value,1798,timestamp,1615817682718
1615817682892,force,value,1796,timestamp,1615817682818
1615817682894,force,value,1793,timestamp,1615817682918
1615817682896,force,value,1795,timestamp,1615817683018
1615817682896,force,value,1793,timestamp,1615817683118
1615817682897,force,value,1791,timestamp,1615817683218
1615817683535,force,value,1792,timestamp,1615817683318
1615817683537,force,value,1791,timestamp,1615817683418
1615817683539,force,value,1790,timestamp,1615817683518
1615817683541,force,value,1794,timestamp,1615817683618
1615817683545,force,value,1792,timestamp,1615817683718
1615817683546,force,value,1802,timestamp,1615817683818
1615817683547,force,value,1802,timestamp,1615817683918
1615817684180,force,value,1806,timestamp,1615817684018
1615817684181,force,value,1809,timestamp,1615817684118
1615817684181,force,value,1813,timestamp,1615817684218
1615817684182,force,value,1812,timestamp,1615817684318
1615817684182,force,value,1822,timestamp,1615817684418
1615817684183,force,value,1816,timestamp,1615817684518
1615817684183,force,value,1820,timestamp,1615817684618
1615817684836,force,value,1821,timestamp,1615817684718
1615817684839,force,value,1820,timestamp,1615817684818
1615817684840,force,value,1827,timestamp,1615817684918
1615817684842,force,value,1826,timestamp,1615817685018
1615817684844,force,value,1824,timestamp,1615817685118
1615817684846,force,value,1815,timestamp,1615817685218
1615817684847,force,value,1807,timestamp,1615817685318
1615817685485,force,value,1809,timestamp,1615817685418
1615817685488,force,value,1806,timestamp,1615817685518
1615817685490,force,value,1809,timestamp,1615817685618
1615817685492,force,value,1814,timestamp,1615817685718
1615817685494,force,value,1808,timestamp,1615817685818
1615817685496,force,value,1801,timestamp,1615817685918
1615817685497,force,value,1799,timestamp,1615817686018
1615817686158,force,value,1798,timestamp,1615817686118
1615817686159,force,value,1793,timestamp,1615817686218
1615817686159,force,value,1794,timestamp,1615817686318
1615817686160,force,value,1793,timestamp,1615817686418
1615817686160,force,value,1790,timestamp,1615817686518
1615817686161,force,value,1792,timestamp,1615817686618
1615817686161,force,value,1791,timestamp,1615817686718
1615817686788,force,value,1792,timestamp,1615817686818
1615817686790,force,value,1791,timestamp,1615817686918
1615817686792,force,value,1801,timestamp,1615817687018
