timestamp,time,x,y,z,alpha,beta,gamma
1615815102184,727114.2999999975,-6.1000000000000005,2.0,5.0,-62.8,19.8,-0.2
1615815102200,727130.7999999991,-6.7,1.7000000000000002,12.4,-37.1,44.10000000000001,-5.500000000000001
1615815102216,727147.4999999991,-8.9,0.4,8.8,0.2,-33.800000000000004,-1.1
1615815102233,727164.0000000006,-7.5,0.2,5.6000000000000005,16.200000000000006,-9.2,5.500000000000001
1615815102250,727180.5999999995,-6.2,0.9,6.2,23.700000000000006,18.9,1.1
1615815102266,727197.2999999998,-8.0,1.6,5.1000000000000005,4.0,-3.1,0.2
1615815102283,727214.0,-6.9,1.3,5.300000000000002,-12.1,-0.4,2.9
1615815102300,727230.5999999989,-7.1000000000000005,1.1,6.9,-12.9,2.8,-1.7
1615815102316,727247.2999999991,-7.7,1.0,7.1000000000000005,-3.3000000000000007,-1.4,-0.8
1615815102333,727263.9999999992,-7.300000000000002,1.0,6.7,5.4,1.5,1.1
1615815102350,727280.6999999994,-7.2,1.2000000000000002,6.300000000000002,6.9,1.2000000000000002,-1.0
1615815102366,727297.2999999984,-7.5,1.3,6.0,1.6,0.1,-0.8
1615815102383,727313.9999999985,-7.300000000000002,1.2000000000000002,6.1000000000000005,-4.0,-0.30000000000000004,0.5
1615815102399,727330.6999999986,-7.2,1.2000000000000002,6.5,-3.7000000000000006,0.1,-0.2
1615815102416,727347.2999999976,-7.4,1.1,6.5,-0.1,0.1,-0.2
1615815102433,727363.9000000003,-7.300000000000002,1.1,6.300000000000002,1.3,0.30000000000000004,0.2
1615815102449,727380.6000000004,-7.300000000000002,1.2000000000000002,6.2,-0.4,0.1,0.0
1615815102466,727397.3000000005,-7.4,1.2000000000000002,6.4,-1.6,-0.1,0.0
1615815102483,727414.0000000006,-7.300000000000002,1.1,6.5,-0.7,0.0,0.0
1615815102500,727430.5999999995,-7.4,1.1,6.4,0.6000000000000001,0.30000000000000004,0.0
1615815102516,727447.2999999998,-7.300000000000002,1.1,6.4,0.8,0.2,0.0
1615815102533,727464.0,-7.300000000000002,1.2000000000000002,6.300000000000002,0.2,0.0,0.0
1615815102549,727480.5999999989,-7.300000000000002,1.2000000000000002,6.4,0.1,0.1,0.0
1615815102566,727497.2999999991,-7.300000000000002,1.2000000000000002,6.4,0.4,-0.2,-0.1
1615815102583,727513.9999999992,-7.300000000000002,1.1,6.4,0.6000000000000001,-0.2,-0.1
1615815102599,727530.6999999994,-7.4,1.1,6.2,-0.1,-0.5,0.0
1615815102616,727547.2999999984,-7.300000000000002,1.2000000000000002,6.5,0.2,0.8,-0.2
1615815102633,727563.8999999973,-7.300000000000002,1.2000000000000002,6.300000000000002,1.1,0.5,-0.30000000000000004
1615815102649,727580.5999999975,-7.2,1.1,6.4,0.6000000000000001,1.7,-0.1
1615815102666,727597.2999999976,-7.2,1.2000000000000002,6.4,0.0,0.0,0.0
1615815102683,727613.9999999978,-7.2,1.2000000000000002,6.4,0.30000000000000004,3.3000000000000007,-0.7
1615815102699,727630.6000000004,-7.300000000000002,1.2000000000000002,6.4,0.0,0.0,0.0
1615815102716,727647.3000000005,-7.4,1.3,6.300000000000002,-0.5,2.9,-0.6000000000000001
1615815102733,727664.0000000006,-7.4,1.2000000000000002,6.300000000000002,-0.9000000000000001,2.1,-0.5
1615815102749,727680.7000000008,-7.4,1.2000000000000002,6.300000000000002,-0.6000000000000001,2.0,-0.6000000000000001
