timestamp,time,x,y,z,alpha,beta,gamma
1615817253741,2336090.9,-7.5,0.6000000000000001,6.6000000000000005,-16.3,-0.7,-1.3
1615817253757,2336107.499999998,-7.4,0.5,7.1000000000000005,-5.1000000000000005,-1.2000000000000002,-0.9000000000000001
1615817253774,2336124.1999999983,-7.4,0.6000000000000001,6.6000000000000005,6.300000000000002,0.5,0.1
1615817253790,2336140.799999997,-7.5,0.7000000000000001,6.1000000000000005,8.8,1.3,-0.5
1615817253808,2336158.100000001,-7.6,0.8,5.9,3.9,0.0,-0.6000000000000001
1615817253825,2336175.100000001,-7.5,0.8,5.9,-2.4000000000000004,-0.30000000000000004,-0.30000000000000004
1615817253841,2336191.8000000007,-7.5,0.7000000000000001,6.300000000000002,-4.0,-0.6000000000000001,-0.2
1615817253858,2336208.1,-7.4,0.6000000000000001,6.5,-0.7,-0.5,0.0
1615817253874,2336224.6999999993,-7.5,0.7000000000000001,6.2,2.6,-0.1,-0.30000000000000004
1615817253891,2336241.5,-7.5,0.7000000000000001,6.1000000000000005,2.6,-0.1,-0.30000000000000004
1615817253907,2336257.600000001,-7.4,0.7000000000000001,6.300000000000002,-1.4,0.2,0.1
1615817253924,2336274.299999997,-7.4,0.7000000000000001,6.5,0.1,0.30000000000000004,-0.1
1615817253941,2336291.3000000007,-7.4,0.8,6.300000000000002,2.3,0.8,0.0
1615817253958,2336308.3000000007,-7.4,0.7000000000000001,6.300000000000002,1.8000000000000005,1.7,-0.2
1615817253975,2336325.1999999997,-7.5,0.7000000000000001,6.300000000000002,0.0,0.0,0.0
1615817253993,2336343.099999998,-7.5,0.8,6.300000000000002,-0.1,0.8,0.0
1615817254007,2336357.599999999,-7.5,0.7000000000000001,6.4,1.2000000000000002,0.9000000000000001,-0.2
1615817254024,2336374.3,-7.5,0.8,6.300000000000002,2.3,1.3,-0.4
1615817254041,2336391.100000001,-7.4,0.8,6.2,2.4000000000000004,1.6,-0.5
1615817254057,2336407.4999999977,-7.5,0.8,6.1000000000000005,1.7,1.7,-0.6000000000000001
1615817254074,2336424.1999999983,-7.6,0.8,6.1000000000000005,0.4,1.6,-0.4
1615817254091,2336440.8999999976,-7.6,0.7000000000000001,6.1000000000000005,-0.9000000000000001,1.0,-0.4
1615817254107,2336457.5999999973,-7.6,0.7000000000000001,6.1000000000000005,-1.2000000000000002,0.30000000000000004,-0.8
1615817254124,2336474.200000001,-7.4,0.6000000000000001,6.2,-0.6000000000000001,1.3,-1.9
1615817254141,2336490.8,-7.4,0.6000000000000001,6.300000000000002,0.5,0.2,-3.2
1615817254157,2336507.4999999995,-7.5,0.6000000000000001,6.300000000000002,1.7,-0.2,-3.7000000000000006
1615817254174,2336524.2,-7.5,0.6000000000000001,6.300000000000002,2.4000000000000004,-0.4,-4.300000000000002
1615817254191,2336540.9,-7.4,0.7000000000000001,6.300000000000002,2.2,-0.6000000000000001,-5.4
1615817254207,2336557.6,-7.4,0.7000000000000001,6.300000000000002,1.5,-0.30000000000000004,-6.1000000000000005
1615817254224,2336574.1999999997,-7.4,0.7000000000000001,6.300000000000002,0.8,0.6000000000000001,-6.2
1615817254240,2336590.799999998,-7.4,0.8,6.4,0.4,1.6,-5.4
1615817254257,2336607.599999999,-7.2,0.8,6.5,-0.4,2.9,-4.0
1615817254274,2336624.3,-7.1000000000000005,0.7000000000000001,6.4,-1.3,4.1,-2.8
1615817254290,2336640.799999997,-7.2,0.6000000000000001,6.4,-3.2,7.9,-1.7
1615817254307,2336657.4999999977,-7.300000000000002,0.6000000000000001,6.300000000000002,-3.4,8.4,-1.1
1615817254324,2336674.1999999983,-7.5,0.5,6.2,-3.3000000000000007,9.7,-0.30000000000000004
1615817254340,2336690.8999999976,-7.800000000000002,0.5,6.300000000000002,-2.3,9.2,1.0
1615817254357,2336707.5000000005,-7.6,0.5,6.2,-0.8,8.0,0.1
1615817254374,2336724.200000001,-7.6,0.5,5.9,-0.1,7.400000000000001,-1.4
1615817254390,2336740.8,-7.7,0.6000000000000001,5.7,-0.6000000000000001,5.9,-2.2
1615817254407,2336757.4999999995,-7.9,0.7000000000000001,5.6000000000000005,-1.8000000000000005,4.9,-2.9
1615817254424,2336774.2,-7.800000000000002,0.7000000000000001,5.6000000000000005,-2.6,4.0,-3.8
1615817254441,2336790.9,-7.7,0.7000000000000001,5.7,-2.4000000000000004,3.0,-4.0
1615817254457,2336807.499999999,-7.6,0.6000000000000001,5.800000000000002,-1.3,3.0,-3.8
1615817254474,2336824.3999999976,-7.7,0.6000000000000001,5.800000000000002,0.0,0.0,0.0
1615817254491,2336840.9,-7.800000000000002,0.6000000000000001,5.800000000000002,0.4,3.0,-3.7000000000000006
1615817254507,2336857.599999999,-7.800000000000002,0.7000000000000001,5.800000000000002,-0.5,1.9,-4.2
1615817254524,2336874.1999999983,-7.800000000000002,0.7000000000000001,5.9,-2.2,2.4000000000000004,-4.9
1615817254540,2336890.799999997,-7.800000000000002,0.7000000000000001,6.1000000000000005,-3.4,2.3,-4.4
1615817254557,2336907.4999999977,-7.6,0.6000000000000001,6.4,-3.4,3.7000000000000006,-3.2
1615817254574,2336924.299999999,-7.5,0.5,6.5,-2.4000000000000004,6.0,-2.5
1615817254590,2336940.8000000003,-7.6,0.6000000000000001,6.2,-1.0,5.9,-1.5
1615817254608,2336957.8000000003,-7.800000000000002,0.6000000000000001,5.9,-0.9000000000000001,5.300000000000002,-0.2
1615817254624,2336974.200000001,-7.7,0.5,5.7,-1.7,8.2,0.30000000000000004
1615817254641,2336990.8,-7.6,0.4,6.1000000000000005,-2.2,11.3,1.0
1615817254657,2337007.4999999995,-7.7,0.4,6.0,-1.5,8.5,1.4
1615817254674,2337024.2,-7.9,0.4,5.9,0.7,8.5,1.6
1615817254691,2337040.799999999,-7.9,0.4,5.9,3.1,10.2,1.5
1615817254707,2337057.499999999,-7.9,0.5,5.7,2.6,8.8,2.2
1615817254724,2337074.0999999973,-7.9,0.4,5.7,-0.30000000000000004,8.600000000000001,3.0
1615817254741,2337091.0999999973,-7.9,0.4,5.9,-2.5,7.9,3.0
1615817254757,2337107.499999998,-8.0,0.30000000000000004,5.9,-2.5,6.600000000000001,2.0
1615817254774,2337124.100000001,-8.0,0.30000000000000004,5.800000000000002,-1.6,5.7,1.6
1615817254791,2337140.799999997,-7.9,0.4,5.800000000000002,-0.9000000000000001,6.2,1.3
1615817254807,2337157.4999999977,-7.7,0.4,5.800000000000002,-1.1,5.4,0.6000000000000001
1615817254824,2337174.299999999,-7.800000000000002,0.4,5.800000000000002,-1.7,4.800000000000002,0.1
1615817254840,2337190.8000000003,-7.800000000000002,0.4,5.9,-1.8000000000000005,4.7,0.0
1615817254857,2337207.5000000005,-7.800000000000002,0.4,6.0,-0.6000000000000001,4.4,0.0
1615817254874,2337224.200000001,-7.800000000000002,0.30000000000000004,6.0,1.6,4.800000000000002,0.0
1615817254891,2337240.900000001,-7.800000000000002,0.4,5.9,4.0,4.9,-0.7
1615817254907,2337257.600000001,-7.800000000000002,0.4,5.800000000000002,5.500000000000001,4.7,-1.1
1615817254924,2337274.2,-7.800000000000002,0.4,5.6000000000000005,5.7,5.1000000000000005,-1.4
