timestamp,time,x,y,z,alpha,beta,gamma
1615819008393,3758150.2999999975,-9.3,1.2000000000000002,3.2,-19.5,6.0,7.9
1615819008409,3758166.9999999977,-9.5,0.9,3.5,-13.1,2.7,7.8
1615819008426,3758183.9999999977,-9.2,0.30000000000000004,2.0,-23.5,-3.9,4.2
1615819008443,3758200.3,-9.1,0.30000000000000004,2.2,-29.200000000000006,-11.000000000000002,3.4
1615819008459,3758217.0000000005,-9.3,0.30000000000000004,2.2,-30.000000000000004,-13.8,3.3000000000000007
1615819008476,3758233.6,-9.3,0.30000000000000004,2.1,-28.700000000000006,-9.3,2.7
1615819008492,3758250.3,-9.5,0.4,2.0,-27.3,0.2,1.4
1615819008509,3758267.0,-9.5,0.6000000000000001,2.3000000000000003,-24.1,16.900000000000002,-0.1
1615819008526,3758283.599999999,-9.5,0.7000000000000001,2.5,-18.3,28.700000000000006,0.30000000000000004
1615819008543,3758300.299999999,-9.4,0.9,2.7,-12.2,32.0,1.0
1615819008559,3758316.899999998,-9.5,1.0,2.4000000000000004,-11.2,32.2,1.5
1615819008576,3758333.599999998,-9.4,1.0,2.3000000000000003,-15.7,23.90000000000001,1.5
1615819008593,3758350.299999998,-9.3,1.0,2.4000000000000004,-21.4,11.8,1.7
1615819008609,3758366.999999998,-9.2,0.9,2.4000000000000004,-24.6,1.7,2.3
1615819008626,3758383.6999999983,-9.0,0.8,2.4000000000000004,-23.800000000000004,-1.8000000000000005,2.2
1615819008643,3758400.2999999975,-9.0,0.8,2.3000000000000003,-20.7,1.5,1.6
1615819008659,3758416.9,-9.1,0.9,2.3000000000000003,-17.1,9.0,0.9000000000000001
1615819008676,3758433.6999999983,-9.2,1.0,2.4000000000000004,-13.3,16.200000000000006,0.4
1615819008692,3758450.3,-9.3,1.0,2.4000000000000004,-10.2,19.1,-0.1
1615819008709,3758466.9,-9.4,1.0,2.4000000000000004,-8.899999999999997,16.5,-0.30000000000000004
1615819008726,3758483.7000000007,-9.5,1.0,2.3000000000000003,-9.3,10.8,-0.2
1615819008742,3758500.3,-9.5,1.0,2.3000000000000003,-9.8,5.6,0.30000000000000004
1615819008759,3758516.8999999994,-9.4,0.9,2.5,-7.8,3.6000000000000005,0.4
1615819008776,3758533.599999999,-9.4,0.9,2.6,-3.3000000000000007,3.8,0.0
1615819008793,3758550.4,-9.4,0.8,2.5,1.9,5.300000000000002,-0.4
1615819008809,3758566.9999999986,-9.6,0.8,2.5,5.9,6.699999999999998,-1.2000000000000002
1615819008826,3758583.599999998,-9.5,1.0,2.5,7.699999999999998,7.1000000000000005,-2.2
1615819008843,3758600.299999998,-9.4,1.0,2.2,8.8,-0.8,-2.4000000000000004
1615819008859,3758616.999999998,-9.3,1.1,2.3000000000000003,9.2,-2.5,-1.5
1615819008876,3758633.599999997,-9.3,1.0,2.4000000000000004,11.7,-1.7,-0.7
1615819008892,3758650.2,-10.9,0.8,-5.1000000000000005,-4.0,-1.0,1.7
1615819008909,3758666.9999999977,-9.1,0.9,2.5,-16.6,26.300000000000004,-1.4
1615819008926,3758683.6999999983,-9.7,1.1,4.2,-1.6,7.300000000000002,-0.30000000000000004
1615819008943,3758700.3,-9.2,0.9,3.5,13.900000000000002,-11.1,-0.30000000000000004
1615819008959,3758717.0000000005,-9.3,0.6000000000000001,2.7,17.9,-17.7,-2.4000000000000004
1615819008976,3758733.7000000007,-9.7,0.4,2.7,24.4,-16.3,-2.9
1615819008993,3758750.3,-10.1,0.4,2.9000000000000004,36.6,-11.3,-2.8
1615819009009,3758767.0,-10.4,0.5,2.9000000000000004,48.10000000000001,-5.300000000000002,-3.4
1615819009026,3758783.599999999,-11.0,0.30000000000000004,2.8000000000000003,54.2,-1.9,-3.0
1615819009042,3758800.299999999,-10.5,0.1,2.6,55.0,-5.8,0.2
