1615898127650,sensorDisconnected,number,0
1615898129160,sensorDisconnected,number,0
1615898129673,sensorDisconnected,number,0
1615898130913,sensorConnected,number,0
1615898131762,force,value,1929,timestamp,1615898131752
1615898131764,force,value,1913,timestamp,1615898131852
1615898131765,force,value,1906,timestamp,1615898131952
1615898131766,force,value,1900,timestamp,1615898132052
1615898131767,force,value,1896,timestamp,1615898132152
1615898131768,force,value,1744,timestamp,1615898132252
1615898131769,force,value,1731,timestamp,1615898132352
1615898132404,force,value,1758,timestamp,1615898132452
1615898132406,force,value,1783,timestamp,1615898132552
1615898132409,force,value,1803,timestamp,1615898132652
1615898132410,force,value,1810,timestamp,1615898132752
1615898132411,force,value,1816,timestamp,1615898132852
1615898132412,force,value,1793,timestamp,1615898132952
1615898132413,force,value,1769,timestamp,1615898133052
1615898133214,force,value,1752,timestamp,1615898133152
1615898133216,force,value,1740,timestamp,1615898133252
1615898133219,force,value,1733,timestamp,1615898133352
1615898133220,force,value,1726,timestamp,1615898133452
1615898133221,force,value,1733,timestamp,1615898133552
1615898133222,force,value,1723,timestamp,1615898133652
1615898133223,force,value,1719,timestamp,1615898133752
1615898133799,force,value,1717,timestamp,1615898133852
1615898133800,force,value,1663,timestamp,1615898133952
1615898133801,force,value,1689,timestamp,1615898134052
1615898133802,force,value,1714,timestamp,1615898134152
1615898133803,force,value,1757,timestamp,1615898134252
1615898133804,force,value,1787,timestamp,1615898134352
1615898133805,force,value,1784,timestamp,1615898134452
1615898134504,force,value,1755,timestamp,1615898134552
1615898134506,force,value,1739,timestamp,1615898134652
1615898134508,force,value,1744,timestamp,1615898134752
1615898134510,force,value,1732,timestamp,1615898134852
1615898134511,force,value,1713,timestamp,1615898134952
1615898134512,force,value,1701,timestamp,1615898135052
1615898134513,force,value,1689,timestamp,1615898135152
1615898135203,force,value,1679,timestamp,1615898135252
1615898135205,force,value,1675,timestamp,1615898135352
1615898135207,force,value,1686,timestamp,1615898135452
1615898135210,force,value,1694,timestamp,1615898135552
1615898135213,force,value,1733,timestamp,1615898135652
1615898135215,force,value,1754,timestamp,1615898135752
1615898135217,force,value,1747,timestamp,1615898135852
1615898135903,force,value,1729,timestamp,1615898135952
1615898135906,force,value,1730,timestamp,1615898136052
1615898135909,force,value,1693,timestamp,1615898136152
1615898135910,force,value,1674,timestamp,1615898136252
1615898135911,force,value,1679,timestamp,1615898136352
1615898135912,force,value,1673,timestamp,1615898136452
1615898135913,force,value,1691,timestamp,1615898136552
1615898136604,force,value,1699,timestamp,1615898136652
1615898136606,force,value,1689,timestamp,1615898136752
1615898136608,force,value,1667,timestamp,1615898136852
1615898136610,force,value,1640,timestamp,1615898136952
1615898136611,force,value,1602,timestamp,1615898137052
1615898136612,force,value,1596,timestamp,1615898137152
1615898136613,force,value,1626,timestamp,1615898137252
1615898137517,force,value,1657,timestamp,1615898137352
1615898137520,force,value,1685,timestamp,1615898137452
1615898137522,force,value,1705,timestamp,1615898137552
1615898137524,force,value,1729,timestamp,1615898137652
1615898137526,force,value,1758,timestamp,1615898137752
1615898137529,force,value,1794,timestamp,1615898137852
1615898137529,force,value,1837,timestamp,1615898137952
1615898138168,force,value,1886,timestamp,1615898138052
1615898138171,force,value,1930,timestamp,1615898138152
1615898138173,force,value,1934,timestamp,1615898138252
1615898138175,force,value,1924,timestamp,1615898138352
1615898138177,force,value,1899,timestamp,1615898138452
1615898138179,force,value,1863,timestamp,1615898138552
1615898138180,force,value,1844,timestamp,1615898138652
1615898138815,force,value,1832,timestamp,1615898138752
1615898138818,force,value,1807,timestamp,1615898138852
1615898138819,force,value,1753,timestamp,1615898138952
1615898138822,force,value,1697,timestamp,1615898139052
1615898138823,force,value,1633,timestamp,1615898139152
1615898138824,force,value,1581,timestamp,1615898139252
1615898138825,force,value,1548,timestamp,1615898139352
1615898139462,force,value,1529,timestamp,1615898139452
1615898139462,force,value,1519,timestamp,1615898139552
1615898139463,force,value,1529,timestamp,1615898139652
1615898139463,force,value,1559,timestamp,1615898139752
1615898139464,force,value,1571,timestamp,1615898139852
1615898139464,force,value,1606,timestamp,1615898139952
1615898139465,force,value,1662,timestamp,1615898140052
1615898140118,force,value,1696,timestamp,1615898140152
1615898140120,force,value,1723,timestamp,1615898140252
1615898140122,force,value,1742,timestamp,1615898140352
1615898140125,force,value,1761,timestamp,1615898140452
1615898140127,force,value,1782,timestamp,1615898140552
1615898140129,force,value,1799,timestamp,1615898140652
1615898140129,force,value,1818,timestamp,1615898140752
1615898141418,force,value,1852,timestamp,1615898140852
1615898141421,force,value,1867,timestamp,1615898140952
1615898141423,force,value,1895,timestamp,1615898141052
1615898141425,force,value,1919,timestamp,1615898141152
1615898141427,force,value,1928,timestamp,1615898141252
1615898141429,force,value,1924,timestamp,1615898141352
1615898141430,force,value,1911,timestamp,1615898141452
1615898142067,force,value,1907,timestamp,1615898141552
1615898142070,force,value,1886,timestamp,1615898141652
1615898142072,force,value,1864,timestamp,1615898141752
1615898142074,force,value,1822,timestamp,1615898141852
1615898142077,force,value,1780,timestamp,1615898141952
